Country Name,Country Code,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),"Electricity production from renewable sources, excluding hydroelectric (% of total)",Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),GDP (constant 2015 US$),Gross_Capital_gdp_pct,Gross_Capital_growth,Gross capital formation (constant 2015 US$),"Population, total",energy_usage,GDP per capita,Vulnerability Score
Kyrgyz Republic,KGZ,1.545488993612013,0.0,584.5848359285313,86.73810947832361,6553589089.786112,35.71409817058829,6.695638211486269,2339256246.3207507,5972941.5,3487794917.471959,1097.1171322130035,0.36357189143882646
Lao PDR,LAO,0.47252531404336384,2.0,1147.1338237513926,98.0,13937517120.973135,30.679001502340885,10.177450494845687,4280181593.591035,6752408.5,7745916182.136406,2063.6626727090493,0.5147682048468216
Latvia,LVA,0.29426123257162684,16.155451862044828,2181.8912742905527,77.35871378668624,25864377573.930847,24.407842112490133,-0.2925473468202995,6311697049.70708,1985654.5,4332441199.94217,13026.826367323953,0.3767883166280411
Lebanon,LBN,0.5205990325146986,0.0,1683.799447005511,97.81055055390341,49814452122.1496,23.594987199453367,-4.298970804299998,11752137130.797743,6409729.5,10824265726.769598,7772.262555607004,0.4211370662700921
Lesotho,LSO,0.25663775208420997,2.0,526.5154211335213,98.0,2323944248.80717,32.2667265088981,2.5617358752154047,749206614.8744326,2092350.0,1101654541.4087234,1110.6242251336666,0.49599923771818627
Liberia,LBR,0.37316756303792564,2.0,526.5154211335213,98.0,3227375308.4328914,24.16336683296002,6.954886679216756,2446039432.519807,4611862.0,2428216463.1396837,699.8738886406996,0.5650369150829728
Libya,LBY,1.1902165074438034,0.0,2483.5445709768396,98.55564818170565,48924506196.20581,21.80286698977299,-25.82029106982612,10676096394.97018,6479535.5,16076707648.798004,7551.368808518891,0.41447698359703644
Liechtenstein,LIE,0.22260073458433552,2.0,5372.539131858141,98.0,6268515276.174405,22.991442074339,3.8782272167837846,67051555765.19023,37494.0,201437982.20988914,167187.15730982038,0.34479028761890707
Lithuania,LTU,0.3278749526393053,30.60052452823114,2287.1072185755247,82.99687473528174,40968775690.9699,21.427852143470467,15.950970877064085,8785179283.148415,2918638.5,6676614337.818655,14038.18033239744,0.37869702288329093
Luxembourg,LUX,0.16107439606678775,20.10962097055674,6704.756113083818,81.94702393905598,59404967235.9486,19.026036265349877,5.4346173394079,11301960306.666096,562961.5,3773481000.0,105522.97479927268,0.3098202818720561
"Macao SAR, China",MAC,0.04881844295313242,2.0,5372.539131858141,98.0,51222459662.58055,22.566626490889636,19.852428245526973,11388134543.845926,632300.0,3397056493.073903,81196.25956168381,0.34479028761890707
Madagascar,MDG,0.2936160472849118,2.0,526.5154211335213,98.0,11151071289.687607,16.241288787339677,4.159391964136738,1810648847.7298794,25095525.0,13213180913.941813,444.3319696943865,0.5651377374893731
Malawi,MWI,0.5428999739140119,2.0,526.5154211335213,98.0,9093917335.184315,24.16336683296002,6.954886679216756,2446039432.519807,16853562.5,8873660557.287622,539.5839825761657,0.5797500236881655
Malaysia,MYS,0.858117740643106,0.6556960687440263,2554.6125821291976,97.31409944890403,294055154021.4887,25.20093585171166,6.410175525266617,74120953887.89743,30964467.5,79003560303.43652,9495.205176732541,0.3855357738084958
Maldives,MDV,0.4683727776954165,2.0,2186.9392427432554,98.0,4050631843.723908,29.883051497843073,1.5672232088062117,1212047120.3645637,420885.5,920451016.6516163,9623.704636084076,0.5777111120383838
Mali,MLI,0.2519202730202439,2.0,526.5154211335213,98.0,12723872347.252415,20.46092775700701,9.076600737187455,2604564890.71875,18306644.5,9638730638.459162,694.8857797833509,0.6093537622889278
Malta,MLT,0.18822986610747888,5.507677160980229,3577.021778522096,97.89423083133227,10843122157.856882,19.681228003770055,31.983605841827284,2152839053.703159,439805.5,1582615829.1254308,24644.364847464698,0.3303417795047653
Marshall Islands,MHL,0.00027731558513588466,2.0,1147.1338237513926,98.0,182000000.0,18.92711048577332,-16.87805501575201,34421270.08064516,49298.0,56551403.24329615,3692.558507563317,0.5672062211063561
Mauritania,MRT,0.45166322468541786,2.0,526.5154211335213,98.0,6009546074.676494,40.1290982903212,-12.73975821917069,2408953185.6014075,3907236.5,2057220271.2657657,1537.7975975334211,0.5696244759539294
Mauritius,MUS,0.33890448307446125,17.923200694736273,1649.0599760157468,91.2711801517022,11793609143.523798,18.280606282098866,-5.696793385562849,2154259096.828288,1262043.5,2081634821.9681797,9344.743545094938,0.4404850580629979
Mexico,MEX,0.40555270364556834,5.066839687378689,1558.278810458259,90.35234894114646,1197332248203.2834,23.014702862018847,2.9797596605624577,275677614937.6522,120428283.5,187653733500.0,9941.859933162355,0.37365483263469923
"Micronesia, Fed. Sts.",FSM,0.0,2.0,1147.1338237513926,98.0,309499108.25419,25.11800474886035,3.8400990442443828,4091723944.6500354,108556.0,124528259.37115617,2850.9661086803717,0.6352645104897388
Moldova,MDA,1.045640437775644,0.2961285389986746,1151.1982491036135,93.3440111197031,7810899196.153747,23.922330724804794,-1.0938240757027486,1868530645.234058,2846896.5,3277386643.607414,2743.6766105549254,0.4161883113866073
Monaco,MCO,0.22260073458433552,2.0,5372.539131858141,98.0,6118144315.226946,22.991442074339,3.8782272167837846,67051555765.19023,36442.5,195788757.31274033,167862.650766808,0.34479028761890707
Mongolia,MNG,1.635856283470035,3.122911457118672,1480.5220296859181,95.59969141297915,11484839451.340786,29.844573081254655,-28.262230045727968,3420401992.4487,2994988.5,4423519537.147717,3834.640095197886,0.4010482347353565
Montenegro,MNE,0.4008037907450106,0.0,1862.6016713547415,81.33234850100574,3988248644.5869985,20.15827607974535,5.036510053437141,803920211.4366999,621984.5,1158565966.1629505,6412.10561821969,0.3999204180511105
Morocco,MAR,0.5577252090352539,7.4429185599413925,851.0349587393218,93.2344314061711,108115180223.81602,30.475721233405554,1.7128316869652025,32942018726.23117,34406184.0,29340500876.626404,3142.0348434293987,0.4032967894672073
Mozambique,MOZ,0.3910202181864627,0.0,488.8617837040826,55.30997673593178,15651060923.484146,47.94448112982224,-6.980196157296078,7472025523.421481,26168023.5,12806838025.826239,597.9152454202865,0.4965964945949586
Myanmar,MMR,0.3247495453398098,0.0,453.75067099498995,71.14494761999191,57659383141.91112,24.16336683296002,6.954886679216756,2446039432.519807,50885345.0,23104082417.577026,1132.9884664817578,0.5179752023450083
Namibia,NAM,0.36338828009421437,0.0,964.0674397418843,82.35954541603282,11103369552.586487,32.66649532711737,11.67668339790778,3622190765.781839,2343219.5,2264711418.8664656,4738.031725274367,0.4908056665482595
Nauru,NRU,0.0,2.0,2186.9392427432554,98.0,83274955.17058505,23.736129744028798,2.849944870215566,14815472727.91158,10848.0,23723916.90527883,7676.260606185485,0.5314998581055279
Nepal,NPL,0.30716582981519336,0.19209239441177287,474.4737177248031,56.741339701335235,23895021712.486645,31.1317615241472,10.948286058638919,7439619692.145209,27747999.5,13169632370.198929,861.1045886242307,0.5276449283185265
Netherlands,NLD,0.21568779992436632,11.785169444236814,4279.283784491024,92.19144423335021,767689247467.6829,19.938310092688617,13.932347581749411,153244011438.23032,16902465.5,72328714500.0,45417.9402522002,0.33766356278005966
New Caledonia,NCL,0.5149571326838486,2.0,5372.539131858141,98.0,8738203074.395699,34.72253256467714,3.8782272167837846,3034125408.0746655,283168.0,1521331160.8900063,30858.723706053293,0.34479028761890707
New Zealand,NZL,0.20170819049077443,23.943166678541786,4492.270816064618,59.798006294378716,174898679195.94138,23.068096593656065,5.161894878232246,40348253450.44491,4562950.0,20495185000.0,38326.99687355772,0.3282623752455525
Nicaragua,NIC,0.41644662405856137,44.29819894986962,875.4355206202557,69.34769602849586,12465044823.792606,31.177922804408553,13.605718942796424,3893046366.413239,6107954.5,5358385618.525908,2040.558654911952,0.47661006905371595
Niger,NER,0.23071494578528567,0.8281151028979776,338.35928395576866,61.030184077137086,9480128335.51883,31.733452430883183,10.576002586916374,3009642068.1195455,19577703.5,6692371593.3305025,484.2039107973696,0.6410052037602434
Nigeria,NGA,0.2476459611301079,0.0,935.8871365012636,58.43838337831047,486656423365.88965,25.11800474886035,3.8400990442443828,4091723944.6500354,188284396.5,176717292245.9995,2584.6745881496863,0.48889260320986666
North Macedonia,MKD,0.8252216093325988,2.2432004583541465,1257.4983412934398,88.71295733247426,9877686837.511791,30.34940025553883,9.471998866254674,2997919931.139314,1914993.5,2408384069.2784376,5158.218365825205,0.37815697304371904
Northern Mariana Islands,MNP,0.0,2.0,5372.539131858141,98.0,895109090.909091,22.991442074339,3.8782272167837846,67051555765.19023,51846.0,278544663.8303172,17267.31389393733,0.34479028761890707
Norway,NOR,0.12342394969076882,1.8184320930577182,5706.645613779806,57.46493099915273,384620522889.3251,27.06441679598358,-1.8967498652363517,104090149502.94214,5162919.5,29465803000.0,74495.14483533338,0.2731582257159152
Oman,OMN,1.0044110962137927,0.0,5725.304389445431,98.98158432592652,76830638612.566,32.49666791632024,1.1018378276922078,25040251572.84839,4093667.0,23405307575.108738,18767.255243440475,0.4268648599228478
Pakistan,PAK,0.5910112810746678,0.753661187373455,473.0146589447168,79.79268072555588,293893479044.08923,15.359240976479104,7.988856965552635,45167225572.98731,215777765.0,102146998885.60985,1361.8889947967987,0.5228129198120556
Palau,PLW,4.6031622234080105,2.0,2186.9392427432554,98.0,268259332.0529109,31.23432559337755,21.602838660318525,83626363.4109497,17742.5,38801769.514372215,15118.703708155505,0.5329273308679832
Panama,PAN,0.19693266046077076,3.0743962765875112,1634.6823237141414,89.35633098175155,54372664944.76881,42.920523054683606,6.082278963955936,23327905815.390545,3926068.0,6436632472.068395,13847.101965614353,0.4327940637283923
Papua New Guinea,PNG,0.2733001459605787,2.0,1147.1338237513926,98.0,21053017076.14627,25.11800474886035,3.8400990442443828,4091723944.6500354,8633343.5,9903600340.91423,2437.9770713382977,0.566296073992636
Paraguay,PRY,0.17598940135329588,0.0,1519.179334573571,65.85165602254663,35691412349.61324,22.26874441148355,3.9266506140042168,7946000932.156776,6114457.0,9318769525.398855,5836.907183551369,0.4070711095192953
Peru,PER,0.28942461241414624,3.7050731930488294,1488.2440997472168,88.7778417867434,186813764095.9375,24.48561743272208,-2.3163599430849757,45737107968.296486,30286713.0,45193419839.88849,6167.815075444315,0.4336617252520352
Philippines,PHL,0.365076616760492,14.3353359761084,803.2791916698854,80.21744814609342,297299448013.07367,21.132459153847748,10.842838307239683,62845753676.424484,104540061.0,84240631601.82991,2843.389119657026,0.476691232562449
Poland,POL,0.6475325532694327,11.914518434999342,2481.806651250597,90.18966986572158,469868099217.40283,20.814487399119976,10.1477424126302,97799333357.28494,37999073.5,94306247000.0,12365.342155590022,0.3075391363288041
Portugal,PRT,0.25236115027426875,30.707608509130772,2083.097258607924,74.91842442779854,197481127058.13483,15.641196410282987,4.867953879256966,30893033190.533836,10379569.0,21620607500.0,19026.339026307753,0.34563631166447434
Puerto Rico,PRI,0.11360481897853827,2.0,5372.539131858141,98.0,103923605626.41995,8.76988574796933,-14.200851933095095,9114920547.962378,3504053.0,18825661862.604916,29659.033419396837,0.34479028761890707
Qatar,QAT,0.7113637614486311,0.0,12928.084697368902,98.99751336052559,158070354758.98383,34.42862449084136,3.8782272167837846,54518273187.51574,2248151.0,28335886614.685966,70370.67981499048,0.3642295744116684
Romania,ROU,0.4546863965934649,13.6395259303343,1889.303450921601,85.26184728720641,175163117336.3452,25.360867467815332,4.954991014898681,44426564782.65727,19862297.5,37512013124.765564,8819.245727162186,0.4243925822354753
Russian Federation,RUS,1.2734585087263004,0.08048348427709881,3557.7527350308524,95.07143790891432,1377201666680.084,22.26979477346642,-9.064031193765665,306716594891.54755,144438969.5,513601581959.44104,9534.985753110634,0.33424604567800814
Rwanda,RWA,0.1256039606134592,2.0,526.5154211335213,98.0,8196189259.033407,23.735005062871913,11.65281220590586,1947124548.1781259,11502389.5,6056185451.634293,712.3044688752149,0.5896918105098089
Samoa,WSM,0.3798623171773999,2.0,1147.1338237513926,98.0,808872373.6875848,36.59741099896786,0.6307613858720131,295913934.6768726,200909.5,230470082.96298042,4025.7990714530606,0.5020321633844916
San Marino,SMR,0.22260073458433552,2.0,5372.539131858141,98.0,1403502558.6114306,17.538823063794734,3.8782272167837846,33611553737.456093,32776.0,176090342.58578244,42819.83747977835,0.34479028761890707
Sao Tome and Principe,STP,0.526024586893903,2.0,526.5154211335213,98.0,258028381.82143846,24.16336683296002,6.954886679216756,2446039432.519807,198529.0,104528580.04221685,1299.7154652071229,0.5580765993694653
Saudi Arabia,SAU,0.9139728746260484,0.00030813820531539306,6457.210981485733,98.96400931087305,655041767005.2639,31.620752966920133,3.8782272167837846,207505043266.21085,29062827.5,186847449532.71536,22541.086700495016,0.42591317766868564
Senegal,SEN,0.5100880443551491,1.7732464655367504,403.08623215316527,75.95455860485859,17242775246.800346,25.85704775880192,16.36709236203336,4458346341.013231,14372716.5,5820674408.602936,1199.4024232024392,0.5426853682022247
Serbia,SRB,0.4008037907450106,0.08990220847126286,2023.0261967432702,90.9356308214643,41033279852.22545,17.496081536076865,3.9653841933027465,7181905554.274206,7113585.0,14387985262.496685,5768.431018091048,0.41912060238801113
Seychelles,SYC,0.6945614855845255,2.0,2186.9392427432554,98.0,1373786208.5433617,27.96720712329843,0.4592137971259689,383572060.53879386,92389.0,202049129.69780663,14864.360492293808,0.4574227332640937
Sierra Leone,SLE,0.14856354494336962,2.0,526.5154211335213,98.0,7508756765.269433,9.299822587741152,-9.961029317116052,693594233.5522448,6957020.0,3662978315.1343303,1080.8796689981723,0.6025041087913211
Singapore,SGP,0.17965367596864443,1.7417515423925525,5247.171724794856,94.28943679025157,303546815049.1881,27.391600649071286,3.8782272167837846,83055586952.76372,5502363.0,28875935419.95654,55163.77025364294,0.397459242145748
Sint Maarten (Dutch part),SXM,0.22260073458433552,2.0,5372.539131858141,98.0,1417139351.6524096,22.991442074339,3.8782272167837846,67051555765.19023,37071.5,199168084.42667907,38231.41416104913,0.34479028761890707
Slovak Republic,SVK,0.3938991012386312,7.801903746418893,2973.426690115807,64.01879526312202,86983833473.02888,24.278772084894847,12.275417887468384,21151504499.19558,5421225.0,16119693000.0,16044.86260044364,0.353354997460845
Slovenia,SVN,0.3367810519703215,3.357826167939652,3205.5543149353566,60.38870308428517,42210329491.682396,19.606943484679935,1.8709327862074474,8275465030.245841,2062755.5,6612251000.0,20462.991277817368,0.3247880704627402
Solomon Islands,SLB,0.27305990191218893,2.0,1147.1338237513926,98.0,1297129344.5539043,14.291192815263825,7.765177042129281,185553567.41121858,628161.5,720585303.4284104,2065.3169480873676,0.6412974126547699
Somalia,SOM,0.13590566379327806,2.0,526.5154211335213,98.0,5860805301.020415,13.279243723179595,8.189359657422997,777888485.9000883,13573227.0,7146513330.045881,431.54993654217526,0.6228921966383153
South Africa,ZAF,1.3707402797978143,1.4163563162683168,2415.7521235708423,92.3957158457008,344448173029.647,18.56058524033514,0.39223790027826055,63933239182.71576,56159187.5,135537546026.2495,6133.639859742451,0.39501498921225525
South Sudan,SSD,0.31516473782133114,0.5079483358171883,294.4204809377231,85.1113173919501,12723624785.46216,6.872632600861465,-0.2566377652777305,882590832.2230251,11171317.0,3274267078.840638,1138.621052971224,0.5452777366250092
Spain,ESP,0.22533064123120444,25.339675201219595,2517.9911263482927,72.24333398325793,1182630116868.733,18.760794307343605,8.647200155275442,222014987921.10056,46462857.0,116992100000.0,25453.437462833426,0.2977212112689367
Sri Lanka,LKA,0.2251524358072255,2.933043372670631,831.3224225119462,74.27278698882898,83422727932.88039,29.696901779531533,3.8400990442443828,16637233259.408512,20874000.0,17383342142.03335,3996.195751217487,0.4776659459882344
St. Kitts and Nevis,KNA,0.10429903062088594,2.0,5372.539131858141,98.0,953922914.1292821,22.991442074339,3.8782272167837846,67051555765.19023,47088.0,252982122.64093617,20258.30327527947,0.34479028761890707
St. Lucia,LCA,0.09951683175489723,2.0,2186.9392427432554,98.0,1806718345.8615787,23.736129744028798,2.849944870215566,14815472727.91158,174521.5,381667917.0524171,10352.449798788393,0.3679023410653882
St. Vincent and the Grenadines,VCT,0.12043682544774932,2.0,2186.9392427432554,98.0,775906384.650582,23.736129744028798,2.849944870215566,14815472727.91158,107247.5,234543766.4361073,7235.045181794185,0.4468188723202887
Sudan,SDN,0.3908150374922491,0.0,456.2794662034118,64.8632632949213,51241982464.70991,13.924833839458442,6.954886679216756,7129947416.80603,39423874.5,18030485071.797283,1299.8846591936963,0.6071422232831692
Suriname,SUR,0.5126720770919843,0.0,1693.1762464652625,87.12674790975352,5216809232.506416,23.736129744028798,2.849944870215566,14815472727.91158,578500.0,981046455.4695157,9018.930419013068,0.42613518658714256
Sweden,SWE,0.0872649061950774,15.53313924352243,5034.61074976098,27.445921699893777,491102741456.5915,23.326288196940446,7.592688374984938,114605007910.8104,9747648.0,49079127000.0,50377.3267174437,0.3287516548858124
Switzerland,CHE,0.0589348571023603,4.036882798674872,3010.005069210119,49.45504267911284,688502710120.1221,25.3140296619007,2.7884274901485497,174274349931.50098,8235522.5,24786624000.0,83600.40937137806,0.28268584962366916
Syrian Arab Republic,SYR,1.5627466606149856,0.0,529.6728159998745,97.89589071631926,16826015207.731415,24.16336683296002,6.954886679216756,2446039432.519807,19849138.5,10514889463.313889,847.6957545744202,0.44655587871369934
Tajikistan,TJK,0.6133585474171409,0.0,429.70039586500576,71.99207093127606,8036623985.769102,35.60257589049005,21.39999555772615,2882581822.604173,8534696.0,3677929028.9053884,941.4436362067299,0.40914996596809006
Tanzania,TZA,0.2652586210770545,0.6551932054794801,509.8626685271095,56.19030847594605,46038176464.386734,35.20632942390843,3.389288822400559,16174678861.568563,51186237.0,26111851857.600456,899.2257425361773,0.5315405689288364
Thailand,THA,0.6984852970354603,5.588216569756099,2053.046303828013,88.91951132527502,395198924077.00836,23.137330093087325,2.849944870215566,91390817526.28427,70378581.0,144512204899.90363,5615.1596737986465,0.41474006285445036
Timor-Leste,TLS,0.4582995764124185,2.0,526.5154211335213,98.0,1571039801.2100117,40.04834345615961,1.1516824041505274,628579075.1135596,1193517.0,628405105.8850168,1316.2789572522827,0.5571495998042713
Togo,TGO,0.29304288307703386,4.810557684120902,484.15306617302093,57.90031651560814,5606263972.252265,23.780929032694647,12.535587345769793,1335316534.8628566,7567822.5,3668024671.3266473,740.6719652521407,0.5155857792146309
Tonga,TON,0.30623118646231023,2.0,1147.1338237513926,98.0,435115894.03649515,23.339542773420202,8.104191988164494,101583748.52394748,106352.0,121999976.4236081,4091.3594271511597,0.6080158579101471
Trinidad and Tobago,TTO,1.360776878068174,0.0,9958.772191653514,98.95975321163034,27132634841.876034,21.587512186234125,3.8782272167837846,5853504236.372624,1347505.0,13409579886.23879,20135.63925503955,0.3836238389092196
Tunisia,TUN,0.6685510958887854,2.6278308451097225,1039.9143211311632,93.43519405219168,45560112213.318275,22.801805363866322,-0.6455756567371225,10386196507.967813,11338276.0,11797696350.871426,4018.2762527914665,0.36709150122842454
Turkiye,TUR,0.430849715634158,5.531494626934484,1616.3308564999593,88.19356928095885,839527405714.7509,28.583332766939062,2.849944870215566,239869699880.60532,77700181.5,125610759500.0,10803.056075622315,0.3762579184434586
Turkmenistan,TKM,1.8551018715229282,0.0,3294.929372300103,98.0,34707234756.063736,23.736129744028798,2.849944870215566,14815472727.91158,6145526.5,20171246668.433125,5646.26659614964,0.3834293107277243
Turks and Caicos Islands,TCA,0.08724827194764057,2.0,5372.539131858141,98.0,894190641.08421,22.991442074339,3.8782272167837846,67051555765.19023,35827.5,192484645.74664757,24940.964966345622,0.34479028761890707
Tuvalu,TUV,0.0,2.0,1147.1338237513926,98.0,35075524.003097475,25.11800474886035,3.8400990442443828,4091723944.6500354,10973.5,12588073.014935907,3196.538716492715,0.5814796651272243
Uganda,UGA,0.158229420303809,2.0,526.5154211335213,98.0,31588516608.836266,25.35662455724024,-1.5469961663712581,7997826869.782399,36963492.5,19461848820.203255,854.4566375734549,0.5529240627597142
Ukraine,UKR,2.5759059159693423,0.9902671504738506,1722.9870528385964,86.67475289038246,95961001802.78545,14.664905875387957,-7.956578348022951,14010057539.192814,45878638.0,79102280909.26991,2091.416250159608,0.3819314993606204
United Arab Emirates,ARE,0.5643825770964657,0.24535406404804516,7058.390643820339,92.06417451220628,358509145665.47284,22.51387853840693,2.3722839122215404,80692321048.02739,8282338.5,58084206804.11388,43279.09384236287,0.4010787162442683
United Kingdom,GBR,0.14616591985021057,20.23779584646277,2770.913829007671,81.53417488359764,2896076686061.1,17.793551888049517,8.391251054308434,515339048784.755,64859258.5,179717772500.0,44650.46450252608,0.2777638281494453
United States,USA,0.28783131566565745,7.14349178405058,6882.34030193225,82.75843533370364,18033284028000.0,21.1581915468763,5.4518080057540885,3816189430530.0884,319562661.5,2199246826000.0,56428.885730428156,0.30269597405305887
Uruguay,URY,0.11800097335282722,22.493693593944062,3388.3853267562113,72.13515394424441,57573800553.13175,20.454101317711906,-4.516149271908411,11775405914.975475,3362175.5,11403936564.631731,17123.969068176128,0.42726828282950496
Uzbekistan,UZB,1.323656664935119,0.0,1147.1338237513926,98.0,83294574630.68553,27.151254563560702,3.8400990442443828,22592078786.445,30486170.0,34971716763.634995,2731.590465584469,0.3559539769512288
Vanuatu,VUT,0.22927616744136528,2.0,1147.1338237513926,98.0,729536292.8236006,28.583424037938947,19.642539104545868,208584054.66925263,263170.5,301891781.9635659,2772.3924292638644,0.5941812846144396
Viet Nam,VNM,0.8192620455139534,0.11134649744253887,1147.1338237513926,98.0,231445545294.6508,31.19897130196051,9.35085027861741,72279721247.3812,92251416.0,105824719582.5604,2508.42770542268,0.47662006186594147
Virgin Islands (U.S.),VIR,5.448400772524045e-05,2.0,5372.539131858141,98.0,3670818569.903949,22.991442074339,3.8782272167837846,67051555765.19023,107797.0,579143600.7969121,34053.03196922516,0.34479028761890707
West Bank and Gaza,PSE,0.4624041267860781,2.0,1147.1338237513926,98.0,13721750000.0,23.808374122780364,5.116508867169706,3270133035.3760266,4221745.0,4842906484.753323,3250.0018342167623,0.4703753084567866
"Yemen, Rep.",YEM,0.40838481928236986,0.0,836.8246224424569,98.0,50695352223.064835,24.640685790910187,-44.21749075657706,3268881688.5849214,30692844.0,25539757488.752567,1656.1681570817861,0.5255947906060308
Zambia,ZMB,0.2464824732523844,0.0,526.5154211335213,98.0,20949714182.918915,38.437190327349754,6.954886679216756,8065650925.064689,16147202.0,8501750861.158036,1297.4451522128597,0.500845342216332
Zimbabwe,ZWE,0.6397329823158288,1.382464917612395,526.5154211335213,98.0,19765135285.210114,9.837432199140533,9.19200305322805,1944774205.9206872,14303186.0,7530848000.341086,1381.838703662917,0.5134720897372509
